TAIR ID	UniProt Accession
AT4G27460	Q84WQ5
AT4G27470	Q8GUK7
AT4G27480	A0A178UZA4
AT4G27480	F4JIW2
AT4G27480	Q9SZS3
AT4G27490	A0A1P8B3Z7
AT4G27490	A0A1P8B403
AT4G27490	A2RVK7
AT4G27500	A0A1P8B6C5
AT4G27500	O23144
AT4G27500	Q56ZW7
AT4G27510	A0A178UVU6
AT4G27510	B3H6U5
AT4G27510	Q5XV71
AT4G27510	Q9SZS6
AT4G27520	Q0WWI8
AT4G27520	Q9T076
AT4G27530	A0A178V7Q0
AT4G27530	Q9T077
AT4G27540	A0A1P8B672
AT4G27540	Q8LFP1
AT4G27550	A0A068FPW7
AT4G27550	A0A1P8B3B4
AT4G27550	Q9T079
AT4G27560	Q9T080
AT4G27560	W8Q6I5
AT4G27565	A0A1P8B5Z9
AT4G27570	Q9T081
AT4G27570	W8QNE6
AT4G27580	A0A178UXA1
AT4G27580	Q8L9A7
AT4G27580	Q9T082
AT4G27585	A0A178UVT3
AT4G27585	Q93VP9
AT4G27590	A0A178V1I8
AT4G27590	F4JJN9
AT4G27590	F4JJP0
AT4G27590	Q9T083
AT4G27595	A0A1P8B4L4
AT4G27595	F4JJP1
AT4G27600	A0A178UTR0
AT4G27600	Q940Y6
AT4G27600	Q9T084
AT4G27610	A0A178V5U3
AT4G27610	Q0WMP0
AT4G27610	Q84JD6
AT4G27610	Q9T085
AT4G27620	A0A178V451
AT4G27620	A0A1P8B507
AT4G27620	Q56Y15
AT4G27620	Q9T086
AT4G27630	A0A1P8B832
AT4G27630	A0A1P8B833
AT4G27630	A0A1P8B836
AT4G27630	F4JJP9
AT4G27630	Q0WQG8
AT4G27640	A0A178V675
AT4G27640	B9DHR8
AT4G27640	Q8W498
AT4G27640	Q9T088
AT4G27650	Q9ZT87
AT4G27652	A0A178UTV4
AT4G27652	Q8L9W9
AT4G27654	Q3E9V5
AT4G27657	A0A178UY96
AT4G27657	Q8LF18
AT4G27660	A0A178V4K2
AT4G27660	Q1PE44
AT4G27660	Q9T089
AT4G27670	P31170
AT4G27680	A0A178V5Z4
AT4G27680	Q9T090
AT4G27690	B9DHG4
AT4G27690	F4JJR0
AT4G27690	Q9T091
AT4G27700	Q94A65
AT4G27710	A0A1P8B8D9
AT4G27710	Q9T093
AT4G27720	Q9C5R0
AT4G27720	Q9T094
AT4G27730	Q56WW2
AT4G27730	Q9T095
AT4G27740	Q2V3E2
AT4G27745	Q9T096
AT4G27750	A0A178URL9
AT4G27750	Q84J43
AT4G27750	Q9T097
AT4G27760	F4JJR8
AT4G27760	Q0WVF4
AT4G27760	Q9T098
AT4G27780	A0A1P8B4T1
AT4G27780	Q9STP8
AT4G27790	A0A178UUD6
AT4G27790	A0A1P8B806
AT4G27790	Q9STP7
AT4G27800	B9DFG7
AT4G27800	P49599
AT4G27810	A0A178V5T4
AT4G27810	Q5S4T5
AT4G27810	Q9STP5
AT4G27820	A0A1P8B7T6
AT4G27820	Q9STP4
AT4G27830	A0A1P8B4J5
AT4G27830	Q93ZI4
AT4G27840	Q9STP2
AT4G27845	A0A1P8B5J9
AT4G27850	Q9STP1
AT4G27860	A0A1P8B7C6
AT4G27860	A0A1P8B7E1
AT4G27860	Q8W4P8
AT4G27870	A0A1P8B475
AT4G27870	Q8LPT3
AT4G27880	Q9STN8
AT4G27890	Q9STN7
AT4G27900	A0A178UZH8
AT4G27900	Q9SUE8
AT4G27910	Q9SUE7
AT4G27920	Q8H1R0
AT4G27940	Q944H5
AT4G27950	Q9SUE3
AT4G27960	F4JKF3
AT4G27960	P35132
AT4G27970	A0A1P8B3D9
AT4G27970	A0A1P8B3E4
AT4G27970	Q9ASQ7
AT4G27980	A0A178V295
AT4G27980	A0A1P8B553
AT4G27980	A0A1P8B587
AT4G27980	Q67ZV4
AT4G27980	Q9SUE1
AT4G27990	Q9SUE0
AT4G28000	A0A1P8B5P0
AT4G28000	A0A1P8B5P1
AT4G28000	F4JKF8
AT4G28000	Q9SUD9
AT4G28005	F4JKF9
AT4G28010	Q9SUD8
AT4G28020	A0A178UZQ0
AT4G28020	A0A1P8B5H2
AT4G28020	A0A1P8B5H4
AT4G28020	Q6NMB4
AT4G28020	Q9SUD7
AT4G28025	A0A178UYC4
AT4G28025	F4JKG2
AT4G28025	Q9C5F3
AT4G28030	A0A178V1N3
AT4G28030	B9DG63
AT4G28030	C0Z2W5
AT4G28030	Q94AC8
AT4G28030	Q9SUD6
AT4G28040	Q9SUD5
AT4G28050	Q9SUD4
AT4G28060	Q9SUD3
AT4G28068	B3H4U6
AT4G28070	F4JKH5
AT4G28070	Q5XET7
AT4G28070	Q9SUD2
AT4G28080	F4JKH6
AT4G28085	A0A178UWL3
AT4G28085	Q94AQ4
AT4G28088	A0A178UWL7
AT4G28088	F4JKH9
AT4G28090	Q9SUD0
AT4G28100	Q9SUC9
AT4G28110	A0A178V452
AT4G28110	A0A1P8B402
AT4G28110	Q9M0J5
AT4G28130	F4JKI3
AT4G28140	Q9M0J3
AT4G28150	A0A1P8B3K4
AT4G28150	Q0WUN1
AT4G28150	Q8GUN3
AT4G28150	Q8RXV5
AT4G28150	Q9M0J2
AT4G28160	Q9M0J1
AT4G28170	F4JKI8
AT4G28170	Q9M0J0
AT4G28180	Q9M0I9
AT4G28190	F4JKJ1
AT4G28190	Q8GZA8
AT4G28200	Q56WH0
AT4G28200	Q9M0I7
AT4G28210	Q9M0I6
AT4G28220	A0A1P8B6J0
AT4G28220	Q1JPL4
AT4G28230	Q9M0I4
AT4G28240	A0A178UWK2
AT4G28240	Q94A22
AT4G28240	Q9M0I3
AT4G28250	A0A1P8B980
AT4G28250	A0A1P8B992
AT4G28250	A8MSF9
AT4G28250	Q9M0I2
AT4G28260	A0A178V1S9
AT4G28260	Q8L786
AT4G28260	Q9M0I1
AT4G28270	P93030
AT4G28280	A0A1P8B5I2
AT4G28280	Q9M0I0
AT4G28290	A0A178V0P4
AT4G28290	Q9M0H9
AT4G28300	F4JL78
AT4G28300	Q8VZR8
AT4G28300	Q9M0H8
AT4G28310	A0A178V2Q0
AT4G28310	Q8LDV4
AT4G28310	Q9M0H7
AT4G28320	Q9M0H6
AT4G28330	A0A178UYP2
AT4G28330	O49442
AT4G28330	Q6NM81
AT4G28340	O49443
AT4G28350	O49445
AT4G28360	C0Z2A0
AT4G28360	O49444
AT4G28360	Q8LDU0
AT4G28365	A0A178UTL1
AT4G28365	F4JL85
AT4G28370	A0A178UXS0
AT4G28370	O49446
AT4G28370	Q0WN63
AT4G28370	Q5PP23
AT4G28380	A0A178UWY0
AT4G28380	O49448
AT4G28390	O49447
AT4G28395	F4JL89
AT4G28397	A0A178V6L6
AT4G28397	A8MRK4
AT4G28397	A8MRX8
AT4G28400	A0A1P8B3J3
AT4G28400	A0A1P8B3K8
AT4G28400	Q93YW5
AT4G28405	Q3E9U9
AT4G28410	A0A1P8B6P3
AT4G28410	F4JL94
AT4G28410	O49450
AT4G28420	Q67Y55
AT4G28430	Q8LDS3
AT4G28440	O49453
AT4G28450	A0A178UZJ7
AT4G28450	O49454
AT4G28450	Q93VK1
AT4G28460	A0A178UT12
AT4G28460	O49455
AT4G28460	Q1PE40
AT4G28470	Q6XJG8
AT4G28480	A0A178V4Q1
AT4G28480	A8MR40
AT4G28480	O49457
AT4G28485	F4JLA4
AT4G28485	Q4PSH9
AT4G28485	Q5XV67
AT4G28490	P47735
AT4G28500	O49459
AT4G28510	O49460
AT4G28520	A0A1P8B543
AT4G28520	F4JLA9
AT4G28520	Q96318
AT4G28530	A0A178UT39
AT4G28530	O49461
AT4G28530	Q8GUJ6
AT4G28540	Q8LPJ1
AT4G28550	A0A1P8B8F2
AT4G28550	A0A1P8B8F5
AT4G28550	A1L4V1
AT4G28550	Q9SVI2
AT4G28556	A0A1P8B8E3
AT4G28556	Q1G3K8
AT4G28560	A0A178UZ08
AT4G28560	F4JLB7
AT4G28560	Q9M0H5
AT4G28570	Q94BP3
AT4G28580	Q1PE39
AT4G28590	F4JLC1
AT4G28600	A0A1P8B6U4
AT4G28600	Q66GN3
AT4G28610	Q94CL7
AT4G28620	Q9M0G9
AT4G28630	Q9FUT3
AT4G28640	A8MR39
AT4G28640	D3K0F2
AT4G28640	D3K0F5
AT4G28640	E1A7D7
AT4G28640	E1A7E8
AT4G28640	F4JLC8
AT4G28640	Q38829
AT4G28650	Q9M0G7
AT4G28660	F4JM05
AT4G28660	Q8W0Y8
AT4G28670	Q9M0G5
AT4G28680	A0A1P8B7T4
AT4G28680	A0A1P8B7T5
AT4G28680	A0A1P8B7T7
AT4G28680	A8MQJ1
AT4G28680	F4JM08
AT4G28680	F4JM09
AT4G28680	Q9M0G4
AT4G28690	A0A178URG9
AT4G28690	A0A1P8B732
AT4G28690	Q08AA3
AT4G28690	Q9SVT7
AT4G28700	Q9SVT8
AT4G28703	A0A178V5A7
AT4G28703	Q8LAH4
AT4G28706	F4JM15
AT4G28706	F4JM17
AT4G28706	Q8VZA8
AT4G28706	Q944J2
AT4G28710	F4JM19
AT4G28710	Q56YQ3
AT4G28720	Q9SVU0
AT4G28730	A0A1P8B4W9
AT4G28730	Q8GWS0
AT4G28740	F4JM22
AT4G28740	Q9SVU2
AT4G28750	C0Z2Z5
AT4G28750	Q8H127
AT4G28750	Q9FDY5
AT4G28750	Q9S831
AT4G28755	A0A1P8B5H9
AT4G28760	B9DGX8
AT4G28760	Q0WM34
AT4G28760	Q56WJ5
AT4G28760	Q949M4
AT4G28760	Q9SVU3
AT4G28770	F4JM26
AT4G28770	Q9SVU4
AT4G28775	B3H5I9
AT4G28780	Q9SVU5
AT4G28790	A0A1P8B5X9
AT4G28790	C0SVK2
AT4G28790	Q9SVU6
AT4G28800	A0A1P8B7L8
AT4G28800	Q9SVU7
AT4G28811	Q8GT73
AT4G28815	A0A1P8B4H3
AT4G28815	Q7XHI7
AT4G28820	A0A1P8B7B0
AT4G28820	A0A1P8B7B1
AT4G28820	A0A1P8B7B3
AT4G28820	A0A1P8B7B4
AT4G28820	Q1RKP4
AT4G28820	Q67Y48
AT4G28820	Q9SVU9
AT4G28830	A8MR57
AT4G28830	Q84TF1
AT4G28830	Q9SVV0
AT4G28840	A0A1P8B803
AT4G28840	A0A1P8B804
AT4G28840	Q6IDB0
AT4G28850	Q9SVV2
AT4G28860	Q8LPI7
AT4G28870	Q9SVV4
AT4G28880	Q93Z18
AT4G28890	Q5XF85
AT4G28910	Q9SV55
AT4G28920	Q9SV54
AT4G28930	Q9SV53
AT4G28940	A0A178V3P4
AT4G28940	A0A1P8B8I4
AT4G28940	F4JM51
AT4G28940	Q9SV52
AT4G28950	O82480
AT4G28980	B9DFZ7
AT4G28980	O80345
AT4G28990	A0A178UXJ3
AT4G28990	F4JM55
AT4G28990	Q9SZD0
AT4G29000	Q9SZD1
AT4G29010	Q56Y55
AT4G29010	Q56ZH6
AT4G29010	Q570E1
AT4G29010	Q9ZPI6
AT4G29020	A0A178UZ39
AT4G29020	F4JMT8
AT4G29020	Q9SZD2
AT4G29030	A0A178V7G3
AT4G29030	Q9SZD3
AT4G29033	Q2V3D7
AT4G29035	Q2HQ46
AT4G29037	A0A1P8B973
AT4G29040	Q9SZD4
AT4G29050	A0A1P8B3P9
AT4G29050	Q9SZD5
AT4G29060	F4JMU5
AT4G29060	Q0WVD2
AT4G29060	Q0WWF9
AT4G29060	Q93ZG6
AT4G29060	Q9SZD6
AT4G29070	Q2HIU1
AT4G29070	Q681J9
AT4G29070	Q9SZD7
AT4G29080	D3K0K2
AT4G29080	D3K0K3
AT4G29080	D3K0K4
AT4G29080	D3K0K5
AT4G29080	E1A7T4
AT4G29080	E1A7T5
AT4G29080	E1A7T6
AT4G29080	E1A7T7
AT4G29080	E1A7T8
AT4G29080	E1A7T9
AT4G29080	E1A7U0
AT4G29080	E1A7U1
AT4G29080	E1A7U2
AT4G29080	E1A7U3
AT4G29080	E1A7U4
AT4G29080	E1A7U5
AT4G29080	E1A7U6
AT4G29080	Q9ZSY8
AT4G29090	Q9SZD8
AT4G29100	A0A1P8B4W7
AT4G29100	Q8S3D1
AT4G29103	B3H434
AT4G29110	A0A178V0H4
AT4G29110	Q9SZE0
AT4G29120	Q9SZE1
AT4G29130	Q0WLE0
AT4G29130	Q0WLY8
AT4G29130	Q42525
AT4G29140	Q9SZE2
AT4G29150	A0A178V3F0
AT4G29150	F4JMV6
AT4G29150	Q9SZE3
AT4G29160	Q9SZE4
AT4G29170	A0A1P8B8S8
AT4G29170	Q8GYD2
AT4G29180	A0A1P8B426
AT4G29180	C0LGR6
AT4G29180	F4JMW3
AT4G29190	Q9M0G2
AT4G29200	Q5BPK5
AT4G29200	Q9M0G1
AT4G29210	Q9M0G0
AT4G29220	Q9M0F9
AT4G29230	A0A1P8B8V6
AT4G29230	A0A1P8B8X0
AT4G29230	Q9M0F8
AT4G29240	A0A1P8B625
AT4G29240	Q9M0F7
AT4G29250	F4JMX1
AT4G29250	Q9M0F6
AT4G29260	Q9M0F5
AT4G29270	Q9M0F4
AT4G29273	P82737
AT4G29280	Q9M0F3
AT4G29283	P82735
AT4G29285	Q8LFM0
AT4G29290	Q9M0F2
AT4G29300	Q9M0F1
AT4G29305	P82739
AT4G29310	A0A178UWU0
AT4G29310	A0A1P8B4T8
AT4G29310	Q9M0F0
AT4G29330	A0A1P8B4M3
AT4G29330	Q8VZU9
AT4G29340	Q38904
AT4G29340	Q84WD4
AT4G29350	C0Z3G0
AT4G29350	Q42418
AT4G29360	F4JMY6
AT4G29360	Q8VYE5
AT4G29370	Q9M0E6
AT4G29380	A0A1P8B6X9
AT4G29380	Q9M0E5
"AT5G56670,AT2G19750,AT4G29390"	P49689
AT4G29390	Q0WWR7
AT4G29400	A0A178V6M8
AT4G29400	Q5XV66
AT4G29400	Q9M0E3
AT4G29410	Q9M0E2
AT4G29420	Q9M0E1
AT4G29430	Q9M0E0
AT4G29440	F4JNM2
AT4G29440	F4JNM3
AT4G29440	Q0WMD0
AT4G29440	Q9M0D9
AT4G29450	Q9M0D8
AT4G29460	Q9M0D7
AT4G29470	Q8GV50
AT4G29480	A0A178UWU5
AT4G29480	Q9M0D5
AT4G29490	Q0WUQ7
AT4G29490	Q9M0D4
AT4G29510	Q9SU94
AT4G29520	Q9SU93
AT4G29530	A0A1P8B4E1
AT4G29530	Q9SU92
AT4G29540	A0A1P8B6N8
AT4G29540	A0A1P8B6P1
AT4G29540	Q9SU91
AT4G29548	B3H6E1
AT4G29550	A0A1P8B3V6
AT4G29550	Q8LFV1
AT4G29560	Q9SU89
AT4G29570	Q84WA4
AT4G29570	Q9XEX4
AT4G29580	F4JNN8
AT4G29580	Q9S789
AT4G29590	A0A178UTX2
AT4G29590	Q9SU88
AT4G29600	Q9SU87
AT4G29610	Q9SU86
AT4G29620	O65571
AT4G29630	Q9S847
AT4G29640	Q9S7L8
AT4G29650	Q9S7S2
AT4G29654	F4JNP7
AT4G29658	A0A1P8B7W4
AT4G29658	Q1G3K7
AT4G29660	Q94K18
AT4G29670	Q8LCT3
AT4G29680	Q94K08
AT4G29680	Q9SU83
AT4G29690	Q84WJ3
AT4G29690	Q9SU82
AT4G29700	Q9SU81
AT4G29710	Q9SU80
AT4G29720	Q9SU79
AT4G29730	A0A1P8B6T2
AT4G29730	Q9SU78
AT4G29735	A0A178V421
AT4G29735	F4JNQ9
AT4G29735	Q8LCF2
AT4G29740	A0A1P8B473
AT4G29740	F4JNR1
AT4G29740	Q9FUJ2
AT4G29750	A0A1P8B7L2
AT4G29750	F4JNR2
AT4G29750	Q9SU76
AT4G29760	A0A1P8B433
AT4G29760	Q9SU75
AT4G29770	Q8LFW5
AT4G29780	Q84J48
AT4G29780	Q9SZQ1
AT4G29790	A0A178V846
AT4G29790	Q9SZQ2
AT4G29800	Q8H133
AT4G29810	B3H757
AT4G29810	B9DGL3
AT4G29810	C0Z2L0
AT4G29810	Q9S7U9
AT4G29820	Q94AF0
AT4G29830	Q9SZQ5
AT4G29840	Q9S7B5
AT4G29850	Q9SZQ6
AT4G29860	Q3MV14
AT4G29870	A0A178UUN9
AT4G29870	Q9SZQ8
AT4G29880	Q5G5D8
AT4G29890	Q9SZR0
AT4G29900	Q0WPI8
AT4G29900	Q9SZR1
AT4G29905	A0A178UYQ4
AT4G29905	Q940I1
AT4G29910	A0A1P8B6D3
AT4G29910	Q6EWX0
AT4G29920	A0A1P8B592
AT4G29920	Q9SZR3
AT4G29930	A0A1P8B6K8
AT4G29930	A0A1P8B6L1
AT4G29930	Q700E3
AT4G29930	Q9SZR4
AT4G29940	F4JPG3
AT4G29940	P48785
AT4G29950	A0A1P8B6U2
AT4G29950	C0Z2N4
AT4G29950	F4JPG6
AT4G29950	Q56Z93
AT4G29950	Q9SZR5
AT4G29960	Q9SZR6
AT4G29970	Q9SZR7
AT4G29980	A0A178V0H5
AT4G29980	Q9SZV1
AT4G29990	A0A1P8B7D5
AT4G29990	Q9SZV2
AT4G30000	Q9SZV3
AT4G30010	A0A178UYP5
AT4G30010	Q9SZV4
AT4G30020	Q9SZV5
AT4G30030	Q9SZV6
AT4G30040	Q9SZV7
AT4G30050	A0A178UT47
AT4G30050	Q5BPK3
AT4G30050	Q9SZV8
AT4G30060	A0A178UZ84
AT4G30060	Q8W4E9
AT4G30060	Q9SZV9
AT4G30064	P82775
AT4G30067	P82777
AT4G30070	P82773
AT4G30070	Q9SZW0
AT4G30074	P82733
AT4G30080	D3K087
AT4G30080	D3K088
AT4G30080	D3K089
AT4G30080	D3K090
AT4G30080	E1A6V4
AT4G30080	E1A6V5
AT4G30080	E1A6V7
AT4G30080	E1A6V8
AT4G30080	E1A6V9
AT4G30080	E1A6W2
AT4G30080	E1A6W4
AT4G30080	E1A6W5
AT4G30080	Q93YR9
AT4G30090	A0A178UXP5
AT4G30090	F4JPI4
AT4G30090	Q9SZW2
AT4G30100	Q0WLI5
AT4G30100	Q9SZW3
AT4G30097	B3H555
AT4G30110	Q9SZW4
AT4G30120	A0A1P8B4Q4
AT4G30120	P0CW77
AT4G30130	A0A178UU56
AT4G30130	A0A1P8B7X7
AT4G30130	Q9SZW6
AT4G30140	Q9SZW7
AT4G30150	A0A1P8B8K0
AT4G30150	F4JPJ1
AT4G30150	Q9SZW8
AT4G30160	O65570
AT4G30170	Q96522
AT4G30180	C0SVK5
AT4G30180	Q9SUM5
AT4G30190	C0Z2R2
AT4G30190	F4JPJ7
AT4G30190	P19456
AT4G30200	Q9SUM4
AT4G30210	A0A1P8B3S1
AT4G30210	Q9SUM3
AT4G30220	F4JPK5
AT4G30220	Q0WT08
AT4G30220	Q9SUM2
AT4G30230	Q9SUM1
AT4G30240	A0A178UUQ1
AT4G30240	Q944G8
AT4G30240	Q9SUM0
AT4G30250	A0A1P8B3B9
AT4G30250	F4JPK8
AT4G30260	A0A178V3Z0
AT4G30260	Q93VH1
AT4G30260	Q9SUL8
AT4G30270	P24806
AT4G30270	Q0WLB0
AT4G30280	Q9M0D2
AT4G30290	Q9M0D1
AT4G30300	Q9M0D0
AT4G30310	A0A1P8B635
AT4G30310	C0Z204
AT4G30310	F4JQ90
AT4G30310	F4JQ91
AT4G30310	F4JQ92
AT4G30310	Q9M0C9
AT4G30320	A0A178UUV4
AT4G30320	Q9M0C8
AT4G30330	A0A178UZU6
AT4G30330	Q8LAK5
AT4G30330	Q9M0C7
AT4G30340	A0A1P8B509
AT4G30340	F4JQ95
AT4G30340	Q67ZR3
AT4G30350	Q9M0C5
AT4G30360	Q0WUI2
AT4G30360	Q8L7Z0
AT4G30370	Q9M0C3
AT4G30380	A0A1P8B4P8
AT4G30380	Q9M0C2
AT4G30390	A0A178UZI7
AT4G30390	Q9M0C1
AT4G30400	Q940Q4
AT4G30410	A0A178V334
AT4G30410	Q9M0B9
AT4G30420	A0A1P8B4H5
AT4G30420	Q9M0B8
AT4G30430	Q9M0B7
AT4G30440	B9DHR4
AT4G30440	Q9M0B6
AT4G30450	A0A178V5T8
AT4G30450	Q9M0B5
AT4G30460	A0A178USH6
AT4G30460	Q9M0B4
AT4G30470	Q9M0B3
AT4G30480	F4JQB2
AT4G30480	Q94F21
AT4G30480	Q9M0B2
AT4G30490	A0A178UYG0
AT4G30490	Q8L517
AT4G30490	Q9M0B1
AT4G30500	A0A178UY72
AT4G30500	Q8LEC2
AT4G30500	Q9M0B0
AT4G30510	F4JQB6
AT4G30510	Q8H1Q8
AT4G30520	Q8VYT3
AT4G30530	Q9M0A7
AT4G30540	Q9M0A6
AT4G30550	Q9M0A5
AT4G30560	A0A178V1Y4
AT4G30560	F4JQC2
AT4G30560	Q9M0A4
AT4G30570	Q8H1Q7
AT4G30580	Q8GXU8
AT4G30590	A0A178UZV8
AT4G30590	Q9M0A1
AT4G30600	A0A178UUJ7
AT4G30600	Q9M0A0
AT4G30610	Q9M099
AT4G30620	Q9M098
AT4G30630	A0A1P8B3Z2
AT4G30630	Q9M097
AT4G30640	Q9M096
AT4G30650	C0SVK6
AT4G30650	Q9M095
AT4G30660	B9DGR8
AT4G30660	Q9SUI0
AT4G30662	A0A178V1I2
AT4G30662	Q1G3K6
AT4G30670	A0A178UUK8
AT4G30670	Q8LGE4
AT4G30670	Q9SUH9
AT4G30680	Q9SUH8
AT4G30690	F4JQD8
AT4G30690	Q94B52
AT4G30700	Q9SUH6
AT4G30710	A0A1P8B957
AT4G30710	Q9SUH5
AT4G30720	F4JQE2
AT4G30720	Q9SUH4
AT4G30730	A0A178V4X5
AT4G30730	Q9SUH3
AT4G30740	Q9SUH2
AT4G30750	Q9SUH1
AT4G30760	C0Z2W3
AT4G30760	Q84K44
AT4G30760	Q9SUH0
AT4G30770	A0A178UW72
AT4G30770	Q9SUG9
AT4G30780	Q9SUG8
AT4G30790	Q9SUG7
AT4G30800	O65569
AT4G30810	B9DHR1
AT4G30810	Q949Q7
AT4G30820	A0A1P8B3P5
AT4G30820	A0A1P8B3P6
AT4G30820	A0A1P8B3Q7
AT4G30820	A0A1P8B3T8
AT4G30820	Q84K40
AT4G30825	O65567
AT4G30830	O65566
AT4G30830	Q1PE31
AT4G30840	Q24JJ9
AT4G30845	A0A178UWC5
AT4G30845	A8MR80
AT4G30850	Q84N34
AT4G30860	Q949T8
AT4G30870	Q5W9E7
AT4G30880	A0A178UWS5
AT4G30880	F4JR37
AT4G30880	O65561
AT4G30890	B9DGE6
AT4G30890	Q9FPS3
AT4G30900	A0A178UUX9
AT4G30900	F4JR41
AT4G30900	O65559
AT4G30910	A0A1P8B582
AT4G30910	C0Z3D6
AT4G30910	Q8RX72
AT4G30920	Q0WLI4
AT4G30920	Q944P7
AT4G30930	Q8L9A0
AT4G30935	P59583
AT4G30940	O65555
AT4G30950	P46312
AT4G30960	O65554
AT4G30970	O65553
AT4G30980	A0A1P8B7F0
AT4G30980	C0SVK8
AT4G30980	Q8S3D5
AT4G30990	A0A1P8B4E4
AT4G30990	F4JR52
AT4G30990	F4JR53
AT4G30990	O65551
AT4G30990	Q56ZF7
AT4G30993	A0A1P8B4D1
AT4G30993	A0JQ76
AT4G30993	Q8GW42
AT4G30996	A0A178UW02
AT4G30996	Q94AM8
AT4G31000	F4JR57
AT4G31000	F4JR58
AT4G31010	A8MR13
AT4G31010	Q8VYD9
AT4G31020	O65548
AT4G31020	Q84JV3
AT4G31030	O65547
AT4G31040	O65546
AT4G31040	Q8RXP7
AT4G31050	O65545
AT4G31050	Q948J9
AT4G31060	C0SVK9
AT4G31060	Q6NLD5
AT4G31070	O65543
AT4G31073	A0A1P8B5Z1
AT4G31080	A0A178V2W4
AT4G31080	F4JR68
AT4G31080	O64383
AT4G31080	Q8L766
AT4G31100	Q0WNT1
AT4G31100	Q9M092
AT4G31110	A0A1P8B7G4
AT4G31110	Q0WNY5
AT4G31115	B3H5W4
AT4G31115	Q8RY26
AT4G31120	Q8GWT4
AT4G31130	A0A178V2H8
AT4G31130	Q9M089
AT4G31140	Q9M088
AT4G31150	A0A178V067
AT4G31150	A0A178V238
AT4G31150	A0A1P8B712
AT4G31150	A2RVU7
AT4G31150	Q8L9R0
AT4G31150	Q9M087
AT4G31160	Q9M086
AT4G31170	A0A178V0R7
AT4G31170	F4JRW3
AT4G31170	Q9M085
AT4G31180	Q9M084
AT4G31196	B3H6B7
AT4G31200	A0A178UX36
AT4G31200	O49570
AT4G31210	A0A1P8B5I9
AT4G31210	A0A1P8B5K1
AT4G31210	F4JRX3
AT4G31210	O49571
AT4G31230	A0A1P8B5B9
AT4G31230	O49573
AT4G31230	Q1PE30
AT4G31240	Q8VZQ0
AT4G31250	C0LGR9
AT4G31260	F4JRX8
AT4G31260	O49576
AT4G31270	A0A178UYC3
AT4G31270	O49577
AT4G31270	Q8GWR8
AT4G31290	Q84MC1
AT4G31280	O49578
AT4G31300	F4JRY2
AT4G31300	Q8LD27
AT4G31310	A0A1P8B6R7
AT4G31310	A2RVS4
AT4G31320	A0A178V510
AT4G31320	O49581
AT4G31330	A0A178UYK4
AT4G31330	O49582
AT4G31330	Q9C5C1
AT4G31340	F4JRY9
AT4G31340	O49583
AT4G31340	Q56WE9
AT4G31340	Q8GUN1
AT4G31350	A0A178UZZ8
AT4G31350	A0A1P8B6A9
AT4G31350	O49584
AT4G31350	Q8GS18
AT4G31351	B3H493
AT4G31354	B3H6D4
AT4G31355	B3H511
AT4G31360	O49585
AT4G31360	Q8W465
AT4G31370	O49586
AT4G31380	Q5Q0B3
AT4G31390	A0A1P8B7P6
AT4G31390	Q8RWG1
AT4G31400	A0A1P8B3F6
AT4G31400	A7UL74
AT4G31405	A0A1P8B3H2
AT4G31405	A0A1P8B3I7
AT4G31410	A0A178UZ68
AT4G31410	O49590
AT4G31410	Q8S9L2
AT4G31420	F4JS04
AT4G31420	Q8H1G5
AT4G31430	Q949W6
AT4G31440	A0A178V032
AT4G31440	Q9SV25
AT4G31441	B3H6Z9
AT4G31450	Q0WW50
AT4G31450	Q944Q9
AT4G31450	Q9SV24
AT4G31460	A0A178UVJ7
AT4G31460	Q9SV23
AT4G31470	A0A178V0S6
AT4G31470	Q9SV22
AT4G31480	A0A1D1ZGV6
AT4G31480	A0A1P8B4C2
AT4G31480	Q9SV21
AT4G31490	Q9SV20
AT4G31500	O65782
AT4G31500	Q93VW5
AT4G31510	A0A178UXD3
AT4G31510	Q9SV19
AT4G31520	A0A1P8B4Q7
AT4G31520	Q9M082
AT4G31530	F4JSP1
AT4G31530	Q8GYZ0
AT4G31530	Q9SV17
AT4G31540	Q7XYW9
AT4G31540	Q9SV16
AT4G31550	A0A1P8B8D0
AT4G31550	Q9SV15
AT4G31560	A0A178UXQ3
AT4G31560	Q9SV14
AT4G31570	A0A1P8B863
AT4G31570	A0A1P8B864
AT4G31570	A0A1P8B866
AT4G31570	A0A1P8B868
AT4G31570	A0A1P8B875
AT4G31570	F4JSP7
AT4G31570	Q9SB74
AT4G31580	O81126
AT4G31590	Q9SB75
AT4G31590	W8PV45
AT4G31600	A0A178UUW5
AT4G31600	F4JSQ2
AT4G31600	Q94B65
AT4G31610	A0A1P8B3F5
AT4G31610	Q84J39
AT4G31615	Q3E9T2
AT4G31620	A0A1P8B628
AT4G31620	G0XQD3
AT4G31620	Q8VZQ9
AT4G31630	Q9SB79
AT4G31640	Q9SB80
AT4G31650	A0A1P8B943
AT4G31650	O81782
AT4G31660	Q8H2D0
AT4G31670	Q67XW5
AT4G31680	A0A1P8B798
AT4G31680	Q8H2D1
AT4G31685	A0A1P8B795
AT4G31690	O81778
AT4G31700	A8MS03
AT4G31700	O48549
AT4G31710	A0A1P8B4K2
AT4G31710	O81776
AT4G31715	A0A1P8B4L7
AT4G31720	O04173
AT4G31730	O81775
AT4G31750	A0A1P8B4X7
AT4G31750	Q8RXV3
AT4G31740	O81774
